UDI, Qualidade, TemperaturaDoAr[°C], TemperaturaDoProcesso[°C], VelocidadeDeRotacao[rpm], Torque[Nm], DesgasteDaFerramenta[min], Saida, TipoDefalha
5348, Baixa, 30, 15, 1262, 63.8, 100, 0, SemFalha
5349, Baixa, 30, 15, 1623, 34.6, 102, 0, SemFalha
5350, Media, 30, 15, 1642, 33.6, 104, 0, SemFalha
5351, Media, 30, 25, 1622, 35.1, 107, 0, SemFalha
5352, Media, 30, 35, 1530, 34.5, 110, 0, SemFalha
5353, Media, 30, 25, 1590, 36.3, 113, 0, SemFalha
5354, Baixa, 30, 25, 1589, 34, 116, 0, SemFalha
5355, Baixa, 30, 25, 1462, 37.5, 118, 0, SemFalha
5356, Alta, 30, 15, 1328, 49.8, 120, 0, SemFalha
5357, Alta, 30, 15, 1692, 29, 125, 0, SemFalha
5358, Baixa, 30, 15, 1968, 20.6, 130, 0, SemFalha
5359, Alta, 30, 15, 1827, 24.2, 132, 0, SemFalha
5360, Media, 30, 15, 1397, 47.1, 137, 0, SemFalha
5361, Baixa, 30, 15, 1463, 44, 140, 0, SemFalha
5362, Baixa, 30, 15, 1643, 30.7, 142, 0, SemFalha
5363, Baixa, 30, 5, 1281, 57, 144, 0, SemFalha
5364, Baixa, 30, 5, 1518, 39.9, 146, 0, SemFalha
5365, Baixa, 30, 5, 1601, 35.3, 148, 0, SemFalha
5366, Baixa, 29, 95, 1548, 36.4, 150, 0, SemFalha
5367, Alta, 29, 95, 1404, 40.6, 152, 0, SemFalha
5368, Media, 29, 95, 1766, 26.7, 157, 0, SemFalha
5369, Media, 29, 95, 1667, 30, 160, 0, SemFalha
5370, Alta, 29, 85, 1507, 37.9, 163, 0, SemFalha
5371, Alta, 29, 85, 1627, 37.1, 168, 0, SemFalha
5372, Baixa, 29, 75, 1435, 47.7, 173, 0, SemFalha
5373, Alta, 29, 75, 1509, 46.8, 175, 0, SemFalha
5374, Media, 29, 75, 1809, 25, 180, 0, SemFalha
5375, Baixa, 29, 75, 1515, 40.8, 183, 0, SemFalha
5376, Baixa, 29, 75, 1530, 34.9, 185, 0, SemFalha
5377, Alta, 29, 65, 1336, 57.5, 187, 0, SemFalha
5378, Baixa, 29, 75, 2030, 19.1, 192, 0, SemFalha
5379, Baixa, 29, 75, 1550, 36.9, 194, 0, SemFalha
5380, Baixa, 29, 75, 1446, 41.7, 196, 0, SemFalha
5381, Baixa, 29, 65, 1494, 37.5, 198, 0, SemFalha
5382, Baixa, 29, 65, 1651, 27, 200, 0, SemFalha
5383, Baixa, 29, 75, 1698, 33.8, 202, 0, SemFalha
5384, Baixa, 29, 65, 1504, 40.3, 204, 0, SemFalha
5385, Media, 29, 75, 1421, 46, 206, 0, SemFalha
5386, Alta, 29, 75, 1754, 26.9, 209, 0, SemFalha
5387, Baixa, 29, 75, 1469, 42, 214, 0, SemFalha
5388, Baixa, 29, 65, 1433, 50, 216, 0, SemFalha
5389, Media, 29, 65, 1432, 49, 218, 0, SemFalha
5390, Baixa, 29, 65, 1366, 49.1, 221, 0, SemFalha
5391, Alta, 29, 65, 1483, 47.2, 223, 0, SemFalha
5392, Baixa, 29, 55, 1572, 34.4, 228, 0, SemFalha
5393, Baixa, 29, 65, 1481, 40.2, 230, 0, SemFalha
5394, Baixa, 29, 65, 1473, 42.6, 232, 0, SemFalha
5395, Media, 29, 65, 1262, 70.5, 234, 1, Alimentacao
5396, Baixa, 29, 65, 1529, 36.8, 237, 0, SemFalha
5397, Baixa, 29, 65, 1523, 39.7, 239, 0, SemFalha
5398, Media, 29, 65, 1416, 42.7, 241, 0, SemFalha
5399, Baixa, 29, 75, 1923, 23.9, 244, 0, SemFalha
5400, Alta, 29, 65, 1411, 53.8, 246, 1, Sobrecarga
5401, Baixa, 29, 55, 1477, 46.3, 251, 1, Sobrecarga
5402, Media, 29, 45, 1454, 54.8, 253, 1, Desgastedaferramenta
5403, Baixa, 29, 55, 1421, 48.5, 0, 0, SemFalha
5404, Baixa, 29, 55, 1858, 25.4, 2, 0, SemFalha
5405, Alta, 29, 65, 1422, 46.1, 4, 0, SemFalha
5406, Baixa, 29, 55, 1444, 48.7, 9, 0, SemFalha
5407, Baixa, 29, 55, 1360, 47.8, 11, 0, SemFalha
5408, Baixa, 29, 55, 1954, 24.8, 13, 0, SemFalha
5409, Baixa, 29, 45, 1628, 33, 15, 0, SemFalha
5410, Baixa, 29, 55, 1433, 44.2, 17, 0, SemFalha
5411, Media, 29, 55, 1417, 51.5, 19, 0, SemFalha
5412, Baixa, 29, 65, 1462, 39.4, 22, 0, SemFalha
5413, Baixa, 29, 75, 1328, 59.9, 24, 0, SemFalha
5414, Alta, 29, 55, 1527, 36.4, 26, 0, SemFalha
5415, Baixa, 29, 45, 1534, 34.3, 31, 0, SemFalha
5416, Media, 29, 45, 1410, 50.3, 33, 0, SemFalha
5417, Baixa, 29, 45, 1660, 30.3, 36, 0, SemFalha
5418, Baixa, 29, 45, 1386, 45.8, 38, 0, SemFalha
5419, Baixa, 29, 45, 1398, 41.6, 40, 0, SemFalha
5420, Baixa, 29, 45, 1321, 53.4, 42, 0, SemFalha
5421, Baixa, 29, 45, 1512, 34.2, 44, 0, SemFalha
5422, Media, 29, 45, 1566, 36.6, 46, 0, SemFalha
5423, Media, 29, 55, 1422, 44.5, 49, 0, SemFalha
5424, Baixa, 29, 45, 1647, 31.8, 52, 0, SemFalha
5425, Baixa, 29, 45, 1377, 45.5, 54, 0, SemFalha
5426, Baixa, 29, 35, 1775, 27.9, 56, 0, SemFalha
5427, Baixa, 29, 45, 1554, 42, 58, 0, SemFalha
5428, Baixa, 29, 55, 1423, 51.9, 60, 0, SemFalha
5429, Baixa, 29, 55, 1453, 47.3, 62, 0, SemFalha
5430, Baixa, 29, 65, 1590, 34.4, 64, 0, SemFalha
5431, Baixa, 29, 65, 1694, 28.4, 66, 0, SemFalha
5432, Baixa, 29, 65, 1462, 43.4, 68, 0, SemFalha
5433, Baixa, 29, 65, 1392, 46.2, 70, 0, SemFalha
5434, Baixa, 29, 75, 1550, 45.5, 72, 0, SemFalha
5435, Baixa, 29, 75, 1629, 30.4, 74, 0, SemFalha
5436, Media, 29, 85, 1524, 42.1, 76, 0, SemFalha
5437, Media, 29, 75, 1679, 30.9, 79, 0, SemFalha
5438, Media, 29, 75, 1394, 46.4, 82, 0, SemFalha
5439, Baixa, 29, 75, 1683, 32.1, 85, 0, SemFalha
5440, Baixa, 29, 85, 1626, 30.5, 87, 0, SemFalha
5441, Alta, 29, 85, 1698, 30, 89, 0, SemFalha
5442, Media, 29, 85, 1392, 42.9, 94, 0, SemFalha
5443, Baixa, 29, 95, 1353, 51.8, 97, 0, SemFalha
5444, Media, 29, 85, 1426, 46.8, 99, 0, SemFalha
5445, Baixa, 29, 85, 2024, 19.9, 102, 0, SemFalha
5446, Media, 29, 85, 1648, 32.1, 104, 0, SemFalha
5447, Baixa, 29, 95, 1511, 40.1, 107, 0, SemFalha
5448, Baixa, 29, 95, 1465, 44.1, 109, 0, SemFalha
5449, Baixa, 29, 85, 1551, 41.8, 111, 0, SemFalha
5450, Baixa, 29, 95, 2329, 15.1, 113, 0, SemFalha
5451, Alta, 29, 95, 1435, 41.9, 115, 0, SemFalha
5452, Baixa, 29, 85, 1361, 48.8, 120, 0, SemFalha
5453, Media, 29, 85, 1553, 35.8, 122, 0, SemFalha
5454, Baixa, 29, 85, 1451, 42.1, 125, 0, SemFalha
5455, Baixa, 29, 85, 1461, 40.2, 127, 0, SemFalha
5456, Media, 29, 95, 1895, 23.5, 129, 0, SemFalha
5457, Media, 29, 95, 1567, 32.9, 132, 0, SemFalha
5458, Media, 29, 85, 1602, 33.7, 135, 0, SemFalha
5459, Baixa, 29, 95, 1514, 42.1, 138, 0, SemFalha
5460, Baixa, 29, 95, 1453, 49.1, 140, 0, SemFalha
5461, Media, 29, 85, 1526, 36.1, 142, 0, SemFalha
5462, Media, 29, 75, 1339, 52.1, 145, 0, SemFalha
5463, Baixa, 29, 75, 1889, 22.8, 148, 0, SemFalha
5464, Baixa, 29, 75, 1561, 34.8, 150, 0, SemFalha
5465, Media, 29, 75, 1659, 33.1, 152, 0, SemFalha
5466, Baixa, 29, 75, 1424, 49.5, 155, 0, SemFalha
5467, Media, 29, 75, 1426, 44.7, 157, 0, SemFalha
5468, Baixa, 29, 75, 1383, 51.4, 160, 0, SemFalha
5469, Baixa, 29, 65, 1764, 29.9, 162, 0, SemFalha
5470, Media, 29, 55, 1439, 42.5, 164, 0, SemFalha
5471, Media, 29, 55, 1585, 35.5, 167, 0, SemFalha
5472, Baixa, 29, 55, 1346, 61.2, 170, 0, RandomFailures
5473, Baixa, 29, 65, 1386, 57.8, 172, 0, SemFalha
5474, Baixa, 29, 55, 1369, 51.8, 174, 0, SemFalha
5475, Media, 29, 55, 1378, 46.9, 176, 0, SemFalha
5476, Baixa, 29, 55, 1336, 46.8, 179, 0, SemFalha
5477, Media, 29, 45, 1445, 42, 181, 0, SemFalha
5478, Baixa, 29, 55, 1763, 26.5, 184, 0, SemFalha
5479, Baixa, 29, 55, 1611, 34.1, 186, 0, SemFalha
5480, Media, 29, 55, 1564, 32.1, 188, 0, SemFalha
5481, Alta, 29, 55, 1478, 36, 191, 0, SemFalha
5482, Baixa, 29, 45, 1781, 28.5, 196, 0, SemFalha
5483, Baixa, 29, 45, 1782, 26.8, 198, 0, SemFalha
5484, Media, 29, 45, 2000, 21.9, 200, 0, SemFalha
5485, Media, 29, 35, 1826, 25.3, 203, 0, SemFalha
5486, Baixa, 29, 45, 1344, 51, 206, 0, SemFalha
5487, Baixa, 29, 45, 1520, 43, 208, 0, SemFalha
5488, Media, 29, 45, 1611, 39.9, 210, 0, SemFalha
5489, Baixa, 29, 55, 1450, 52.1, 213, 1, Sobrecarga
5490, Baixa, 29, 45, 1499, 35, 215, 0, RandomFailures
5491, Baixa, 29, 45, 1288, 68.5, 0, 1, Alimentacao
5492, Media, 29, 55, 1350, 58.6, 2, 0, SemFalha
5493, Media, 29, 75, 1334, 50.9, 5, 0, SemFalha
5494, Baixa, 29, 65, 1376, 57.1, 8, 0, SemFalha
5495, Baixa, 29, 65, 1368, 49.5, 10, 0, SemFalha
5496, Alta, 29, 75, 1357, 55, 12, 0, RandomFailures
5497, Media, 29, 75, 1924, 24, 17, 0, SemFalha
5498, Media, 29, 75, 1551, 40, 20, 0, SemFalha
5499, Media, 29, 75, 1903, 21.2, 23, 0, SemFalha
5500, Alta, 29, 75, 1417, 48.7, 26, 0, SemFalha
5501, Baixa, 29, 55, 1601, 35.2, 31, 0, SemFalha
5502, Baixa, 29, 55, 1543, 37.5, 33, 0, SemFalha
5503, Baixa, 29, 45, 1439, 52.3, 35, 0, SemFalha
5504, Alta, 29, 45, 1657, 29.3, 37, 0, SemFalha
5505, Baixa, 29, 65, 1458, 51, 42, 0, SemFalha
5506, Baixa, 29, 65, 1746, 27.4, 44, 0, SemFalha
5507, Baixa, 29, 75, 1677, 30.5, 46, 0, SemFalha
5508, Baixa, 29, 65, 1520, 39.9, 48, 0, SemFalha
5509, Baixa, 29, 75, 1367, 55.1, 50, 0, SemFalha
5510, Baixa, 29, 65, 1509, 36.5, 52, 0, RandomFailures
5511, Baixa, 29, 65, 1418, 51.4, 54, 0, SemFalha
5512, Baixa, 29, 65, 1958, 20.3, 56, 0, SemFalha
5513, Baixa, 29, 65, 1682, 30.9, 58, 0, SemFalha
5514, Media, 29, 65, 1452, 50.3, 60, 0, SemFalha
5515, Baixa, 29, 55, 1828, 24, 63, 0, SemFalha
5516, Alta, 29, 55, 1484, 41.5, 65, 0, SemFalha
5517, Baixa, 29, 45, 1674, 32.2, 70, 0, SemFalha
5518, Baixa, 29, 45, 1448, 49.5, 72, 0, SemFalha
5519, Media, 29, 35, 2023, 19.1, 74, 0, SemFalha
5520, Baixa, 29, 35, 1452, 47.4, 77, 0, SemFalha
5521, Media, 29, 45, 1496, 45, 79, 0, SemFalha
5522, Baixa, 29, 45, 1397, 46.9, 82, 0, SemFalha
5523, Baixa, 29, 45, 1453, 39.1, 84, 0, SemFalha
5524, Media, 29, 35, 1524, 34.8, 86, 0, SemFalha
5525, Baixa, 29, 45, 1633, 30.9, 89, 0, SemFalha
5526, Media, 29, 45, 1363, 45.7, 91, 0, SemFalha
5527, Baixa, 29, 35, 1520, 44.9, 94, 0, SemFalha
5528, Media, 29, 35, 1532, 38.8, 96, 0, SemFalha
5529, Baixa, 29, 25, 1384, 50.9, 99, 0, SemFalha
5530, Media, 29, 25, 1539, 39.9, 101, 0, SemFalha
5531, Media, 29, 15, 1355, 50.1, 104, 0, SemFalha
5532, Media, 29, 15, 1504, 37.3, 107, 0, SemFalha
5533, Baixa, 29, 25, 1476, 46.6, 110, 0, SemFalha
5534, Baixa, 29, 25, 1721, 26.9, 112, 0, SemFalha
5535, Media, 29, 15, 1494, 37.1, 114, 0, SemFalha
5536, Baixa, 29, 15, 1465, 43.5, 117, 0, SemFalha
5537, Media, 29, 15, 1363, 54, 119, 1, SemFalha
5538, Baixa, 29, 25, 1648, 30, 122, 0, SemFalha
5539, Media, 29, 15, 1879, 23, 124, 0, SemFalha
5540, Alta, 29, 15, 1482, 39, 127, 0, SemFalha
5541, Baixa, 29, 25, 1493, 38.4, 132, 0, SemFalha
5542, Baixa, 29, 25, 1433, 42.2, 134, 0, SemFalha
5543, Baixa, 29, 15, 1400, 41.6, 136, 0, SemFalha
5544, Baixa, 29, 25, 1255, 59, 138, 0, SemFalha
5545, Baixa, 29, 5, 1471, 45.6, 140, 0, SemFalha
5546, Alta, 29, 5, 1357, 44.2, 142, 0, SemFalha
5547, Baixa, 29, 15, 1453, 41.2, 147, 0, SemFalha
5548, Media, 29, 15, 1540, 28.9, 149, 0, SemFalha
5549, Baixa, 29, 15, 1605, 35.2, 152, 0, SemFalha
5550, Alta, 29, 15, 1374, 52.4, 154, 0, SemFalha
5551, Media, 29, 15, 1508, 42.3, 159, 0, SemFalha
5552, Alta, 29, 25, 1366, 47.3, 162, 0, SemFalha
5553, Alta, 29, 35, 1579, 35.7, 167, 0, SemFalha
5554, Baixa, 29, 35, 1306, 59.7, 172, 0, RandomFailures
5555, Media, 29, 35, 1521, 40.2, 174, 0, SemFalha
5556, Baixa, 29, 35, 1411, 44.2, 177, 0, SemFalha
5557, Alta, 29, 35, 1357, 42, 179, 0, SemFalha
5558, Media, 29, 35, 1436, 43.5, 184, 0, SemFalha
5559, Baixa, 29, 35, 1553, 40.1, 187, 0, SemFalha
5560, Media, 29, 35, 1451, 43.2, 189, 0, SemFalha
5561, Baixa, 29, 25, 1541, 37.9, 192, 0, SemFalha
5562, Media, 29, 15, 1341, 46.3, 194, 0, SemFalha
5563, Baixa, 29, 15, 1648, 32.1, 197, 0, SemFalha
5564, Media, 29, 15, 1640, 31.5, 199, 0, SemFalha
5565, Baixa, 29, 25, 1416, 46.1, 202, 0, SemFalha
5566, Baixa, 29, 25, 1671, 29.9, 204, 0, SemFalha
5567, Baixa, 29, 25, 1457, 45.5, 206, 0, SemFalha
5568, Media, 29, 35, 1445, 54.8, 0, 0, SemFalha
5569, Baixa, 29, 35, 1534, 38.6, 3, 0, SemFalha
5570, Baixa, 29, 25, 1508, 36.9, 5, 0, SemFalha
5571, Media, 29, 25, 1492, 47.7, 7, 0, SemFalha
5572, Baixa, 29, 25, 1562, 37.9, 10, 0, SemFalha
5573, Baixa, 29, 25, 1545, 36.4, 12, 0, SemFalha
5574, Baixa, 29, 35, 1738, 25.3, 14, 0, SemFalha
5575, Baixa, 29, 25, 1305, 49.1, 16, 0, SemFalha
5576, Alta, 29, 25, 1477, 39.7, 18, 0, SemFalha
5577, Alta, 29, 25, 1457, 43.4, 23, 0, SemFalha
5578, Baixa, 29, 25, 1455, 40.4, 28, 0, SemFalha
5579, Baixa, 29, 35, 1574, 38.7, 30, 0, SemFalha
5580, Baixa, 29, 45, 1695, 27.1, 32, 0, SemFalha
5581, Media, 29, 45, 1458, 38.8, 34, 0, SemFalha
5582, Media, 29, 35, 1454, 47.6, 37, 0, SemFalha
5583, Baixa, 29, 35, 2052, 18.9, 40, 0, SemFalha
5584, Baixa, 29, 35, 1673, 29.9, 42, 0, SemFalha
5585, Baixa, 29, 25, 1578, 29.9, 44, 0, SemFalha
5586, Media, 29, 35, 1642, 29.1, 46, 0, SemFalha
5587, Media, 29, 25, 1557, 31.5, 49, 0, SemFalha
5588, Baixa, 29, 35, 1481, 42.9, 52, 0, SemFalha
5589, Media, 29, 35, 1566, 37.6, 54, 0, SemFalha
5590, Media, 29, 35, 1298, 57.5, 57, 0, SemFalha
5591, Media, 29, 35, 1340, 59.4, 60, 0, SemFalha
5592, Baixa, 29, 35, 1574, 33.8, 63, 0, SemFalha
5593, Baixa, 29, 35, 1437, 46.7, 65, 0, SemFalha
5594, Baixa, 29, 45, 1354, 48, 67, 0, SemFalha
5595, Baixa, 29, 45, 1598, 35.5, 69, 0, SemFalha
5596, Media, 29, 55, 1944, 21.4, 71, 0, SemFalha
5597, Media, 29, 55, 1538, 36.7, 74, 0, SemFalha
5598, Baixa, 29, 55, 1501, 37, 77, 0, SemFalha
5599, Baixa, 29, 65, 1441, 52.1, 79, 0, SemFalha
5600, Media, 29, 55, 1652, 31, 81, 0, SemFalha
5601, Baixa, 29, 65, 1487, 36.6, 84, 0, SemFalha
5602, Baixa, 29, 75, 1605, 33.9, 86, 0, SemFalha
5603, Baixa, 29, 75, 1334, 54.7, 88, 0, SemFalha
5604, Baixa, 29, 75, 1340, 57.8, 90, 0, SemFalha
5605, Baixa, 29, 75, 1513, 37.8, 92, 0, SemFalha
5606, Baixa, 29, 75, 1510, 41.4, 94, 0, SemFalha
5607, Baixa, 29, 75, 1729, 23.6, 96, 0, SemFalha
5608, Media, 29, 75, 1745, 25.5, 98, 0, SemFalha
5609, Media, 29, 95, 1623, 31.6, 101, 0, SemFalha
5610, Media, 29, 95, 1378, 50.1, 104, 0, SemFalha
5611, Baixa, 29, 95, 1407, 41.2, 107, 0, SemFalha
5612, Media, 29, 85, 1674, 29.5, 109, 0, SemFalha
5613, Baixa, 29, 85, 1486, 42.4, 112, 0, SemFalha
5614, Media, 29, 85, 1483, 38.8, 114, 0, SemFalha
5615, Alta, 29, 85, 1624, 28.8, 117, 0, SemFalha
5616, Media, 29, 85, 1257, 71.3, 122, 1, Alimentacao
5617, Baixa, 29, 85, 1480, 41.4, 125, 0, SemFalha
5618, Baixa, 29, 95, 1404, 61.5, 127, 1, Alimentacao
5619, Media, 29, 85, 1645, 29.6, 129, 0, SemFalha
5620, Baixa, 29, 85, 1932, 21.9, 132, 0, SemFalha
5621, Baixa, 29, 85, 1533, 38.5, 134, 0, SemFalha
5622, Media, 29, 75, 1292, 54.4, 136, 0, SemFalha
5623, Baixa, 29, 75, 1571, 40.6, 139, 0, SemFalha
5624, Baixa, 29, 75, 1578, 36.3, 141, 0, SemFalha
5625, Media, 29, 65, 1469, 36.9, 143, 0, SemFalha
5626, Baixa, 29, 55, 1728, 24.4, 146, 0, SemFalha
5627, Alta, 29, 55, 1603, 32.5, 148, 0, SemFalha
5628, Baixa, 29, 55, 1597, 39.8, 153, 0, SemFalha
5629, Baixa, 29, 55, 1688, 32, 155, 0, SemFalha
5630, Baixa, 29, 55, 1405, 51.4, 157, 0, SemFalha
5631, Media, 29, 65, 1615, 32.9, 159, 0, SemFalha
5632, Baixa, 29, 65, 1515, 36.8, 162, 0, SemFalha
5633, Baixa, 29, 55, 1376, 52.8, 164, 0, SemFalha
5634, Baixa, 29, 55, 1447, 47.5, 166, 0, SemFalha
5635, Media, 29, 45, 1353, 56.5, 168, 0, SemFalha
5636, Baixa, 29, 45, 1502, 47.3, 171, 0, SemFalha
5637, Baixa, 29, 45, 1447, 45.5, 173, 0, SemFalha
5638, Media, 29, 35, 1487, 46.1, 175, 0, SemFalha
5639, Baixa, 29, 45, 1519, 38.1, 178, 0, SemFalha
5640, Baixa, 29, 45, 1668, 28.7, 180, 0, RandomFailures
5641, Baixa, 29, 45, 1420, 51.6, 182, 0, SemFalha
5642, Baixa, 29, 45, 1473, 37.3, 184, 0, SemFalha
5643, Baixa, 29, 35, 1495, 38.8, 186, 0, SemFalha
5644, Baixa, 29, 35, 1574, 42, 188, 0, SemFalha
5645, Baixa, 29, 35, 1383, 51.3, 190, 0, SemFalha
5646, Media, 29, 35, 1591, 29.4, 192, 0, SemFalha
5647, Media, 29, 25, 1644, 37.2, 195, 0, SemFalha
5648, Alta, 29, 35, 2370, 14.7, 198, 0, SemFalha
5649, Baixa, 29, 35, 1401, 44.9, 203, 0, SemFalha
5650, Media, 29, 35, 1414, 51.6, 205, 0, SemFalha
5651, Baixa, 29, 35, 1456, 46.3, 208, 0, SemFalha
5652, Media, 29, 35, 1447, 45.7, 210, 0, SemFalha
5653, Baixa, 29, 25, 1727, 26.5, 213, 0, SemFalha
5654, Baixa, 29, 25, 1495, 36.8, 215, 0, SemFalha
5655, Baixa, 29, 15, 1544, 34.3, 0, 0, SemFalha
5656, Baixa, 29, 15, 1387, 47.3, 2, 0, SemFalha
5657, Media, 29, 15, 1316, 47.2, 4, 0, SemFalha
5658, Baixa, 29, 15, 1794, 26.1, 7, 0, SemFalha
5659, Media, 29, 5, 1372, 55.1, 9, 0, SemFalha
5660, Media, 29, 15, 1674, 30, 12, 0, SemFalha
5661, Baixa, 29, 5, 1477, 41.7, 15, 0, SemFalha
5662, Baixa, 29, 5, 1397, 53, 17, 0, SemFalha
5663, Baixa, 29, 5, 1616, 34, 19, 0, SemFalha
5664, Media, 29, 15, 1530, 42.3, 21, 0, SemFalha
5665, Media, 29, 5, 1539, 35.1, 24, 0, SemFalha
5666, Baixa, 29, 15, 1845, 21.9, 27, 0, SemFalha
5667, Baixa, 29, 5, 1430, 43.1, 29, 0, SemFalha
5668, Baixa, 29, 5, 2080, 19.2, 31, 0, SemFalha
5669, Media, 29, 5, 1432, 45.3, 33, 0, SemFalha
5670, Media, 29, 5, 1479, 39.5, 36, 0, SemFalha
5671, Baixa, 29, 5, 1424, 45.2, 39, 0, SemFalha
5672, Alta, 29, 5, 1534, 37.2, 41, 0, SemFalha
5673, Alta, 28, 95, 1701, 26.2, 46, 0, SemFalha
5674, Baixa, 29, 5, 1462, 50, 51, 0, SemFalha
5675, Media, 29, 5, 1393, 42.5, 53, 0, SemFalha
5676, Media, 29, 15, 1453, 42.5, 56, 0, SemFalha
5677, Baixa, 29, 15, 1565, 37.8, 59, 0, SemFalha
5678, Baixa, 29, 15, 1281, 51.7, 61, 0, SemFalha
5679, Media, 29, 5, 1584, 36.2, 63, 0, SemFalha
5680, Media, 29, 5, 1466, 49, 66, 0, SemFalha
5681, Media, 29, 5, 1386, 50.5, 69, 0, SemFalha
5682, Baixa, 29, 5, 1383, 44.3, 72, 0, SemFalha
5683, Alta, 29, 15, 1441, 53.9, 74, 0, SemFalha
5684, Media, 29, 5, 1592, 37.7, 79, 0, SemFalha
5685, Alta, 29, 5, 1594, 36.8, 82, 0, SemFalha
5686, Baixa, 29, 5, 1482, 45.6, 87, 0, SemFalha
5687, Baixa, 29, 5, 1658, 31.4, 89, 0, SemFalha
5688, Baixa, 29, 15, 2170, 18.2, 91, 0, SemFalha
5689, Media, 29, 15, 1423, 44.6, 93, 0, SemFalha
5690, Baixa, 29, 25, 1543, 31.1, 96, 0, SemFalha
5691, Baixa, 29, 15, 1435, 44.8, 98, 0, SemFalha
5692, Baixa, 29, 25, 1320, 56.4, 100, 0, SemFalha
5693, Media, 29, 25, 1313, 55.7, 102, 0, SemFalha
5694, Media, 29, 25, 1453, 42.1, 105, 0, SemFalha
5695, Baixa, 29, 25, 1508, 45.7, 108, 0, SemFalha
5696, Baixa, 29, 25, 1451, 42, 110, 0, SemFalha
5697, Alta, 29, 35, 1595, 34.6, 112, 0, SemFalha
5698, Baixa, 29, 35, 1354, 49.4, 117, 0, SemFalha
5699, Baixa, 29, 35, 1265, 59.8, 119, 0, SemFalha
5700, Baixa, 29, 25, 1867, 25.9, 121, 0, SemFalha
5701, Baixa, 29, 35, 1497, 41.6, 123, 0, SemFalha
5702, Media, 29, 35, 1347, 54.3, 125, 0, SemFalha
5703, Baixa, 29, 15, 1544, 43.2, 128, 0, SemFalha
5704, Alta, 29, 15, 1456, 45.4, 130, 0, SemFalha
5705, Baixa, 29, 35, 1335, 52.7, 135, 0, SemFalha
5706, Baixa, 29, 25, 1452, 43.1, 137, 0, SemFalha
5707, Baixa, 29, 25, 1290, 70, 139, 1, Alimentacao
5708, Baixa, 29, 25, 1448, 43.4, 141, 0, SemFalha
5709, Baixa, 29, 15, 1611, 38.6, 143, 0, SemFalha
5710, Baixa, 29, 5, 1556, 38.6, 145, 0, SemFalha
5711, Alta, 29, 5, 1413, 46.5, 147, 0, SemFalha
5712, Baixa, 29, 5, 1545, 35.9, 152, 0, SemFalha
5713, Baixa, 29, 5, 1330, 54.6, 154, 0, SemFalha
5714, Baixa, 29, 5, 1596, 38, 156, 0, SemFalha
5715, Baixa, 29, 5, 1618, 36, 158, 0, SemFalha
5716, Alta, 29, 5, 1597, 35.8, 160, 0, SemFalha
5717, Baixa, 29, 15, 1354, 52.2, 165, 0, SemFalha
5718, Baixa, 29, 15, 1746, 28.1, 167, 0, SemFalha
5719, Baixa, 29, 25, 1621, 32.5, 169, 0, SemFalha
5720, Baixa, 29, 15, 1398, 43.3, 171, 0, SemFalha
5721, Baixa, 29, 15, 1434, 51.9, 173, 0, SemFalha
5722, Media, 29, 15, 1443, 43.4, 175, 0, SemFalha
5723, Baixa, 29, 5, 1488, 44.6, 178, 0, SemFalha
5724, Media, 29, 15, 1475, 48, 180, 0, SemFalha
5725, Baixa, 29, 15, 1433, 50.3, 183, 0, SemFalha
5726, Media, 29, 15, 1557, 34.1, 185, 0, SemFalha
5727, Media, 29, 25, 1398, 50.1, 188, 0, SemFalha
5728, Media, 29, 15, 1559, 34.4, 191, 0, SemFalha
5729, Media, 29, 25, 1422, 46.4, 194, 0, SemFalha
5730, Media, 29, 15, 1463, 35.7, 197, 0, SemFalha
5731, Baixa, 29, 15, 1793, 25.3, 200, 0, SemFalha
5732, Baixa, 29, 5, 1872, 20.4, 202, 0, SemFalha
5733, Baixa, 29, 5, 1412, 44.5, 204, 0, SemFalha
5734, Baixa, 29, 15, 1487, 43.2, 206, 0, SemFalha
5735, Baixa, 29, 15, 1369, 56.2, 208, 1, Sobrecarga
5736, Baixa, 29, 25, 1673, 30.1, 210, 0, SemFalha
5737, Media, 29, 25, 1439, 36.6, 212, 0, SemFalha
5738, Baixa, 29, 15, 1574, 42.8, 215, 0, SemFalha
5739, Baixa, 29, 15, 1281, 48.8, 0, 0, SemFalha
5740, Media, 29, 5, 1653, 31.4, 2, 0, SemFalha
5741, Media, 29, 15, 1535, 38.3, 5, 0, SemFalha
5742, Media, 29, 15, 1483, 40.5, 8, 0, SemFalha
5743, Baixa, 29, 15, 1414, 47, 11, 0, SemFalha
5744, Media, 29, 5, 1379, 42.9, 13, 0, SemFalha
5745, Alta, 29, 5, 1482, 42.6, 16, 0, SemFalha
5746, Baixa, 28, 95, 1987, 20.1, 21, 0, SemFalha
5747, Media, 28, 95, 1635, 31.6, 23, 0, SemFalha
5748, Baixa, 28, 95, 1533, 39.4, 26, 0, SemFalha
5749, Media, 29, 5, 1576, 34, 28, 0, SemFalha
5750, Alta, 29, 5, 1330, 62.4, 31, 0, SemFalha
5751, Baixa, 29, 5, 1981, 21.8, 36, 0, SemFalha
5752, Alta, 29, 15, 1475, 42.8, 38, 0, SemFalha
5753, Alta, 29, 15, 1804, 25, 43, 0, SemFalha
5754, Baixa, 29, 5, 1416, 54.1, 48, 0, SemFalha
