UDI, TemperaturaDoAr[°C], TemperaturaDoProcesso[°C], VelocidadeDeRotacao[rpm], Torque[Nm], DesgasteDaFerramenta[min], Saida
5603,29,75,1334, 54.7,88,0
5604,29,75,1340, 57.8,90,0
5605,29,75,1513, 37.8,92,0
5606,29,75,1510, 41.4,94,0
5607,29,75,1729, 23.6,96,0
5608,29,75,1745, 25.5,98,0
5609,29,95,1623, 31.6,101,0
5610,29,95,1378, 50.1,104,0
5611,29,95,1407, 41.2,107,0
5612,29,85,1674, 29.5,109,0
5613,29,85,1486, 42.4,112,0
5614,29,85,1483, 38.8,114,0
5615,29,85,1624, 28.8,117,0
5616,29,85,1257, 71.3,122,1
5617,29,85,1480, 41.4,125,0
5618,29,95,1404, 61.5,127,1
5619,29,85,1645, 29.6,129,0
5620,29,85,1932, 21.9,132,0
5621,29,85,1533, 38.5,134,0
5622,29,75,1292, 54.4,136,0
5623,29,75,1571, 40.6,139,0
5624,29,75,1578, 36.3,141,0
5625,29,65,1469, 36.9,143,0
5626,29,55,1728, 24.4,146,0
5627,29,55,1603, 32.5,148,0
5628,29,55,1597, 39.8,153,0
5629,29,55,1688,32,155,0
5630,29,55,1405, 51.4,157,0
5631,29,65,1615, 32.9,159,0
5632,29,65,1515, 36.8,162,0
5633,29,55,1376, 52.8,164,0
5634,29,55,1447, 47.5,166,0
5635,29,45,1353, 56.5,168,0
5636,29,45,1502, 47.3,171,0
5637,29,45,1447, 45.5,173,0
5638,29,35,1487, 46.1,175,0
5639,29,45,1519, 38.1,178,0
5640,29,45,1668, 28.7,180,0
5641,29,45,1420, 51.6,182,0
5642,29,45,1473, 37.3,184,0
5643,29,35,1495, 38.8,186,0
5644,29,35,1574,42,188,0
5645,29,35,1383, 51.3,190,0
5646,29,35,1591, 29.4,192,0
5647,29,25,1644, 37.2,195,0
5648,29,35,2370, 14.7,198,0
5649,29,35,1401, 44.9,203,0
5650,29,35,1414, 51.6,205,0
5651,29,35,1456, 46.3,208,0
5652,29,35,1447, 45.7,210,0
5653,29,25,1727, 26.5,213,0
5654,29,25,1495, 36.8,215,0
5655,29,15,1544, 34.3,0,0
5656,29,15,1387, 47.3,2,0
5657,29,15,1316, 47.2,4,0
5658,29,15,1794, 26.1,7,0
5659,29,5,1372, 55.1,9,0
5660,29,15,1674,30,12,0
5661,29,5,1477, 41.7,15,0
5662,29,5,1397,53,17,0
5663,29,5,1616,34,19,0
5664,29,15,1530, 42.3,21,0
5665,29,5,1539, 35.1,24,0
5666,29,15,1845, 21.9,27,0
5667,29,5,1430, 43.1,29,0
5668,29,5,2080, 19.2,31,0
5669,29,5,1432, 45.3,33,0
5670,29,5,1479, 39.5,36,0
5671,29,5,1424, 45.2,39,0
5672,29,5,1534, 37.2,41,0
5673,28,95,1701, 26.2,46,0
5674,29,5,1462,50,51,0
5675,29,5,1393, 42.5,53,0
5676,29,15,1453, 42.5,56,0
5677,29,15,1565, 37.8,59,0
5678,29,15,1281, 51.7,61,0
5679,29,5,1584, 36.2,63,0
5680,29,5,1466,49,66,0
5681,29,5,1386, 50.5,69,0
5682,29,5,1383, 44.3,72,0
5683,29,15,1441, 53.9,74,0
5684,29,5,1592, 37.7,79,0
5685,29,5,1594, 36.8,82,0
5686,29,5,1482, 45.6,87,0
5687,29,5,1658, 31.4,89,0
5688,29,15,2170, 18.2,91,0
5689,29,15,1423, 44.6,93,0
5690,29,25,1543, 31.1,96,0
5691,29,15,1435, 44.8,98,0
5692,29,25,1320, 56.4,100,0
5693,29,25,1313, 55.7,102,0
5694,29,25,1453, 42.1,105,0
5695,29,25,1508, 45.7,108,0
5696,29,25,1451,42,110,0
5697,29,35,1595, 34.6,112,0
5698,29,35,1354, 49.4,117,0
5699,29,35,1265, 59.8,119,0
5700,29,25,1867, 25.9,121,0
5701,29,35,1497, 41.6,123,0
5702,29,35,1347, 54.3,125,0
5703,29,15,1544, 43.2,128,0
5704,29,15,1456, 45.4,130,0
5705,29,35,1335, 52.7,135,0
5706,29,25,1452, 43.1,137,0
5707,29,25,1290,70,139,1
5708,29,25,1448, 43.4,141,0
5709,29,15,1611, 38.6,143,0
5710,29,5,1556, 38.6,145,0
5711,29,5,1413, 46.5,147,0
5712,29,5,1545, 35.9,152,0
5713,29,5,1330, 54.6,154,0
5714,29,5,1596,38,156,0
5715,29,5,1618,36,158,0
5716,29,5,1597, 35.8,160,0
5717,29,15,1354, 52.2,165,0
5718,29,15,1746, 28.1,167,0
5719,29,25,1621, 32.5,169,0
5720,29,15,1398, 43.3,171,0
5721,29,15,1434, 51.9,173,0
5722,29,15,1443, 43.4,175,0
5723,29,5,1488, 44.6,178,0
5724,29,15,1475,48,180,0
5725,29,15,1433, 50.3,183,0
5726,29,15,1557, 34.1,185,0
5727,29,25,1398, 50.1,188,0
5728,29,15,1559, 34.4,191,0
5729,29,25,1422, 46.4,194,0
5730,29,15,1463, 35.7,197,0
5731,29,15,1793, 25.3,200,0
5732,29,5,1872, 20.4,202,0
5733,29,5,1412, 44.5,204,0
5734,29,15,1487, 43.2,206,0
5735,29,15,1369, 56.2,208,1
5736,29,25,1673, 30.1,210,0
5737,29,25,1439, 36.6,212,0
5738,29,15,1574, 42.8,215,0
5739,29,15,1281, 48.8,0,0
5740,29,5,1653, 31.4,2,0
5741,29,15,1535, 38.3,5,0
5742,29,15,1483, 40.5,8,0
5743,29,15,1414,47,11,0
5744,29,5,1379, 42.9,13,0
5745,29,5,1482, 42.6,16,0
5746,28,95,1987, 20.1,21,0
5747,28,95,1635, 31.6,23,0
5748,28,95,1533, 39.4,26,0
5749,29,5,1576,34,28,0
5750,29,5,1330, 62.4,31,0
5751,29,5,1981, 21.8,36,0
5752,29,15,1475, 42.8,38,0
5753,29,15,1804,25,43,0
5754,29,5,1416, 54.1,48,0
5755,28,95,1727, 27.7,50,0
5756,28,95,1391, 49.2,52,0
5757,28,85,1366, 52.3,54,0
5758,28,75,1366, 55.6,57,0
5759,28,75,1501, 40.8,59,0
5760,28,65,1551, 35.8,61,0
5761,28,75,1522, 35.6,63,0
5762,28,75,1369, 49.8,66,0
5763,28,65,1334, 52.3,68,0
5764,28,65,1451, 39.4,70,0
5765,28,55,1589, 37.9,75,0
5766,28,55,1708, 30.5,77,0
5767,28,55,1413, 42.6,79,0
5768,28,45,1415, 46.5,82,0
5769,28,55,1421, 45.9,85,0
5770,28,55,1348,51,87,0
5771,28,45,1408, 42.9,89,0
5772,28,45,1525, 43.7,91,0
5773,28,45,1706, 29.9,93,0
5774,28,45,1395, 46.8,95,0
5775,28,35,1602, 34.3,100,0
5776,28,45,1907, 21.5,102,0
5777,28,45,1325, 49.2,104,0
5778,28,45,1408, 44.4,106,0
5779,28,55,1489, 41.4,108,0
5780,28,45,1680, 29.2,111,0
5781,28,55,1517, 42.4,113,0
5782,28,55,1618, 36.7,115,0
5783,28,55,1455, 39.8,118,0
5784,28,65,1543, 36.4,120,0
5785,28,65,1399, 41.8,125,0
5786,28,55,1469, 37.2,128,0
5787,28,55,1521, 36.7,130,0
5788,28,55,1584, 38.8,132,0
5789,28,65,1443, 43.3,134,0
5790,28,65,1416,49,136,0
5791,28,55,1563, 34.5,139,0
5792,28,65,1542, 40.1,142,0
5793,28,65,1624, 31.6,145,0
5794,28,65,1471, 44.2,148,0
5795,28,75,1492, 40.8,150,0
5796,28,75,1465, 39.9,153,0
5797,28,55,1399, 55.1,156,0
5798,28,45,1431, 42.6,158,0
5799,28,35,1600,39,160,0
5800,28,35,1593, 34.5,162,0
5801,28,35,1469, 44.7,164,0
5802,28,35,1413, 44.6,166,0
5803,28,25,1490,38,168,0
5804,28,35,1671, 31.1,170,0
5805,28,35,1365, 46.5,172,0
5806,28,25,1557, 39.3,174,0
5807,28,25,1440, 45.4,177,0
5808,28,25,1489, 38.9,179,0
5809,28,25,1733, 25.7,182,0
5810,28,15,1580, 36.6,184,0
5811,28,15,1856, 21.9,189,0
5812,28,15,1454, 40.3,191,0
5813,28,25,1495, 36.3,193,0
5814,28,5,1761, 29.1,195,0
5815,28,15,1402, 47.5,197,0
5816,28,5,1670,33,200,0
5817,28,15,1582, 35.6,202,0
5818,28,15,1542, 35.1,204,0
5819,28,15,1539, 36.9,206,0
5820,28,15,1418, 41.9,208,0
5821,28,15,1723, 27.6,210,0
5822,28,15,1303, 49.2,212,0
5823,28,15,1463, 50.2,214,0
5824,28,5,1544, 39.3,217,0
5825,28,5,1596, 37.2,219,0
5826,28,15,1413,42,221,0
5827,28,15,1492, 41.2,223,0
5828,28,15,1624, 40.9,0,0
5829,28,15,1504, 39.1,2,0
5830,28,5,1574, 34.3,4,0
5831,28,15,1438, 42.4,7,0
5832,28,15,1474, 50.7,10,0
5833,28,15,1675, 32.1,12,0
5834,28,15,1457, 44.5,14,0
5835,28,15,1434, 49.8,16,0
5836,28,15,1668, 30.1,18,0
5837,28,5,1550, 39.7,20,0
5838,28,15,1834, 25.4,22,0
5839,28,25,1476, 36.5,25,0
5840,28,25,1541, 36.3,28,0
5841,28,15,1581, 30.9,31,0
5842,28,15,1678, 30.7,34,0
5843,28,25,1355, 50.6,37,0
5844,28,35,1700, 28.8,39,0
5845,28,25,1462, 37.1,41,0
5846,28,25,1727, 26.5,43,0
5847,28,25,1674, 33.3,46,0
5848,28,25,1397, 42.3,48,0
5849,28,25,2323, 15.9,50,0
5850,28,25,1434, 47.6,52,0
5851,28,15,1560, 35.3,55,0
5852,28,5,1573, 32.8,57,0
5853,28,5,1798, 22.3,59,0
5854,28,5,1567, 35.1,64,0
5855,28,5,1416, 53.3,66,0
5856,28,5,1424, 45.2,68,0
5857,28,5,1598, 35.9,71,0
5858,28,15,1760, 23.9,76,0
5859,28,15,1348, 44.5,78,0
5860,28,15,1542, 33.6,80,0
5861,28,15,1566, 33.1,82,0
5862,28,15,1554, 47.7,84,0
5863,28,25,1470, 40.6,86,0
5864,28,25,1758, 25.4,88,0
5865,28,25,1486, 36.5,91,0
5866,28,35,1402,40,94,0
5867,28,35,1459, 45.1,97,0
5868,28,35,1494, 45.3,99,0
5869,28,35,1731, 27.9,101,0
5870,28,35,2076, 18.7,103,0
5871,28,35,2055, 16.8,105,0
5872,28,35,1469, 49.5,107,0
5873,28,35,1504, 42.6,109,0
5874,28,35,1396, 43.5,112,0
5875,28,35,1660, 33.8,115,0
5876,28,35,1577, 39.7,118,0
5877,28,35,1426, 52.1,121,0
5878,28,35,1458, 41.4,123,0
5879,28,25,1533, 45.8,125,0
5880,28,25,1701, 28.4,127,0
5881,28,35,1434, 49.6,129,0
5882,28,25,1952, 22.7,131,0
5883,28,25,1469, 36.9,133,0
5884,28,25,1800,26,135,0
5885,28,15,1438,43,137,0
5886,28,15,1647, 28.2,140,0
5887,28,25,1494, 41.9,142,0
5888,28,25,1445, 41.4,144,0
5889,28,35,1507, 38.6,149,0
5890,28,25,1234, 55.8,152,0
5891,28,25,1634, 32.6,155,0
5892,28,25,1334, 53.3,157,0
5893,28,25,1472, 44.5,159,0
5894,28,15,1410, 52.7,161,0
5895,28,5,1597, 37.9,164,0
5896,28,5,1460, 46.7,166,0
5897,27,95,1274, 55.7,169,0
5898,27,85,1517, 40.2,171,0
5899,27,85,1300, 57.2,174,0
5900,27,75,1686, 27.7,176,0
5901,27,75,1485,41,181,0
5902,27,85,1464, 45.8,184,0
5903,27,75,1598, 35.4,186,0
5904,27,75,1894, 21.9,188,0
5905,27,65,1330,59,190,0
5906,27,65,1582, 31.1,193,0
5907,27,55,1533, 35.6,198,0
5908,27,65,1419, 46.4,200,0
5909,27,65,1526, 36.3,205,0
5910,27,55,1364, 65.3,208,1
5911,27,65,1458, 43.4,0,0
5912,27,65,1288,64,3,0
5913,27,55,1659, 29.8,6,0
5914,27,55,1479, 52.3,9,0
5915,27,55,1592,36,14,0
5916,27,45,1532, 38.7,16,0
5917,27,45,1555, 41.9,19,0
5918,27,45,1341, 52.6,21,0
5919,27,45,1541,42,23,0
5920,27,45,1414, 50.6,25,0
5921,27,35,1764, 25.9,27,0
5922,27,35,1336, 57.1,29,0
5923,27,35,1435, 43.3,31,0
5924,27,25,1537,35,33,0
5925,27,15,1369, 48.8,36,0
5926,27,5,1619, 31.3,38,0
5927,27,5,1440, 51.1,41,0
5928,27,5,1649, 30.5,43,0
5929,27,5,1550, 38.7,45,0
5930,27,15,1471, 45.2,48,0
5931,27,15,1483, 51.6,50,0
5932,27,15,1336, 54.4,52,0
5933,27,35,1515, 36.6,54,0
5934,27,35,1373, 47.4,56,0
5935,27,45,1454, 51.2,58,0
5936,27,35,1646, 34.5,63,0
5937,27,35,1548, 37.3,65,0
5938,27,45,1462, 41.3,68,0
5939,27,35,1702, 33.1,71,0
5940,27,35,1409, 60.9,73,0
5941,27,45,1427, 52.8,75,0
5942,27,45,1438, 48.5,78,1
5943,27,55,1450, 43.4,80,0
5944,27,55,1541, 41.3,82,0
5945,27,55,1484,38,84,0
5946,27,65,1415, 44.5,87,0
5947,27,55,1496, 46.4,90,0
5948,27,55,1465, 45.2,92,0
5949,27,55,2113, 18.5,95,0
5950,27,55,1506,44,97,0
5951,27,55,1689, 28.9,100,0
5952,27,55,1650, 29.4,102,0
5953,27,55,1563, 33.8,104,0
5954,27,55,1486, 38.9,106,0
5955,27,65,1732, 25.7,109,0
5956,27,55,1653, 31.6,111,0
5957,27,55,1535, 37.1,113,0
5958,27,55,1637, 37.2,115,0
5959,27,45,1533, 38.5,117,0
5960,27,45,1378, 51.2,119,0
5961,27,35,1606, 33.5,121,0
5962,27,15,1539, 32.3,123,0
5963,27,35,1728, 26.3,125,0
5964,27,25,1656, 36.3,127,0
5965,27,35,1631, 30.5,132,0
5966,27,35,1447, 46.5,137,0
5967,27,25,1396, 49.3,142,0
5968,27,25,1390, 52.5,144,0
5969,27,25,1348,56,146,0
5970,27,25,1491, 35.9,148,0
5971,27,25,1520, 37.6,151,0
5972,27,35,1509,33,153,0
5973,27,35,1445, 46.6,155,0
5974,27,35,1354, 51.8,157,0
5975,27,35,1488, 39.4,159,0
5976,27,35,1654, 28.6,161,0
5977,27,35,1378, 51.5,166,0
5978,27,45,1750, 30.6,171,0
5979,27,35,1448, 46.3,173,0
5980,27,45,1501, 45.3,175,0
5981,27,45,1654,32,180,0
5982,27,55,1347, 46.5,183,0
5983,27,55,1486, 37.1,186,0
5984,27,65,1466, 45.2,188,0
5985,27,55,1346,52,193,0
5986,27,55,1314, 42.4,198,0
5987,27,45,1440, 52.5,200,0
5988,27,55,1608, 39.5,202,0
5989,27,55,1296, 58.2,204,0
5990,27,55,1507, 46.1,209,0
5991,27,55,1343, 51.6,211,0
5992,27,55,1416, 40.4,214,0
5993,27,55,1288, 47.2,216,0
5994,27,55,1407, 42.4,218,0
5995,27,45,1608, 39.2,221,0
5996,27,45,1920, 22.3,223,0
5997,27,35,1386, 48.2,225,0
5998,27,35,1571, 34.6,228,0
5999,27,25,1613, 36.9,231,0
6000,27,25,1671, 30.5,234,1
6001,27,25,1431, 43.2,0,0
6002,27,25,1380, 47.3,5,0
6003,27,35,1683, 31.5,8,0
6004,27,25,1529, 36.2,10,0
6005,27,35,1761, 26.5,12,0
6006,27,45,1570, 38.3,14,0
6007,27,45,2156,18,16,0
6008,27,55,1349, 54.5,19,0
6009,27,55,1431, 39.3,22,0
6010,27,45,1931,22,24,0
6011,27,55,1428, 43.4,26,0
6012,27,65,1564, 36.2,31,0
6013,27,65,1425,44,33,0
6014,27,55,1597, 30.5,38,0
6015,27,65,1618, 32.8,40,0
6016,27,65,1520,38,45,0
6017,27,55,1425, 45.3,48,0
6018,27,65,1398, 38.2,50,0
6019,27,65,1557, 31.6,52,0
6020,27,55,1519, 43.9,55,0
6021,27,55,1619, 34.9,57,0
6022,27,55,1814, 21.4,59,0
6023,27,55,1521, 39.4,61,0
6024,27,55,1369, 51.2,63,0
6025,27,55,1356, 65.3,66,1
6026,27,55,1336, 53.3,68,0
6027,27,55,1403, 48.3,70,0
6028,27,55,1413, 44.3,72,0
6029,27,45,1472, 47.6,75,0
6030,27,55,1452, 47.9,77,0
6031,27,45,1397, 53.7,80,0
6032,27,45,1455, 40.6,82,0
6033,27,55,1754, 27.7,84,0
6034,27,45,1471, 37.9,86,0
6035,27,45,1389, 48.1,88,0
6036,27,45,1702, 30.3,91,0
6037,27,45,1401, 54.6,94,0
6038,27,55,1426, 46.2,97,0
6039,27,55,1496, 38.3,99,0
6040,27,45,1433, 42.6,101,0
6041,27,55,1438, 46.6,103,0
6042,27,55,1418, 49.3,106,0
6043,27,65,1580, 36.6,109,0
6044,27,55,1468, 41.8,112,0
6045,27,65,1522, 41.7,115,0
6046,27,65,1311, 55.8,118,0
6047,27,75,1316, 56.5,120,0
6048,27,75,1853, 23.6,122,0
6049,27,75,1556, 38.8,127,0
6050,27,75,1567, 34.3,130,0
6051,27,75,1546, 37.7,133,0
6052,27,75,1382, 51.2,136,0
6053,27,75,2003, 20.2,138,0
6054,27,65,1748, 29.9,140,0
6055,27,55,1518, 40.1,142,0
6056,27,55,1475,42,147,0
6057,27,65,1634, 29.2,149,0
6058,27,65,1689, 32.9,151,0
6059,27,75,1636, 35.3,153,0
6060,27,75,2235, 15.8,156,0
6061,27,85,1615, 35.6,158,0
6062,27,95,1618, 29.5,160,0
6063,27,95,1407,53,165,0
6064,27,95,1450, 43.3,168,0
6065,27,95,1889, 23.8,170,0
6066,27,85,1568, 38.2,172,0
6067,27,85,1804, 25.8,174,0
6068,27,85,1582, 37.5,176,0
6069,27,85,2047, 17.9,178,0
6070,27,75,1601,34,181,0
6071,27,75,1615,32,183,0
6072,27,75,1452, 43.6,185,0
6073,27,75,1695, 30.2,188,0
6074,27,75,1790, 26.2,191,0
6075,27,85,1533, 39.3,194,0
6076,27,85,1813, 28.5,197,0
6077,27,85,1492, 36.7,199,0
6078,27,75,1479, 43.3,201,0
6079,27,65,1339, 59.1,203,1
6080,27,65,1371, 44.7,205,0
6081,27,75,1468, 36.2,208,0
6082,27,75,1517, 41.7,210,0
6083,27,75,1352, 46.4,212,0
6084,27,75,1389,50,214,0
6085,27,65,1505, 36.2,0,0
6086,27,75,1538, 36.7,3,0
6087,27,75,1482,37,5,0
6088,27,75,1599,33,7,0
6089,27,75,1476,39,10,0
6090,27,75,1509, 37.5,12,0
6091,27,75,1708, 29.1,14,0
6092,27,75,1412, 57.5,16,0
6093,27,75,1658, 28.5,18,0
6094,27,85,1375, 57.2,20,0
6095,27,75,1402, 48.1,22,0
6096,27,75,1452, 47.3,25,0
6097,27,65,1483, 40.8,28,0
6098,27,75,1477, 38.4,31,0
6099,27,65,1924, 22.4,36,0
6100,27,75,1609, 28.7,39,0
6101,27,65,1886, 21.1,44,0
6102,27,55,1616, 29.6,47,0
6103,27,55,1442, 43.2,49,0
6104,27,65,1407, 45.1,51,0
6105,27,65,1461, 41.3,53,0
6106,27,65,1522, 46.2,56,0
6107,27,75,1432, 48.1,59,0
6108,27,75,1438,49,61,0
6109,27,65,1678, 28.1,63,0
6110,27,65,1514, 38.7,66,0
6111,27,55,1534, 41.3,69,0
6112,27,55,1486, 41.2,71,0
6113,27,55,1925,22,74,0
6114,27,55,1724,30,76,0
6115,27,65,1549, 35.5,79,0
6116,27,65,1457, 47.7,82,0
6117,27,65,1453, 43.9,84,0
6118,27,65,1578, 44.4,86,0
6119,27,75,1325, 61.4,88,0
6120,27,75,1471, 39.3,91,0
6121,27,75,1472,40,93,0
6122,27,75,1457, 37.4,96,0
6123,27,85,1402, 55.3,98,0
6124,27,75,1477, 41.5,100,0
6125,27,75,1727, 30.1,102,0
6126,27,75,1995, 20.2,105,0
6127,27,75,1370, 52.5,107,0
6128,27,75,1228, 66.4,109,0
6129,27,75,1499,38,111,0
6130,27,85,1508, 46.9,113,0
6131,27,85,1473, 44.2,116,0
6132,27,85,1640, 37.6,118,0
6133,27,95,1429, 42.5,123,0
6134,27,95,1470, 40.9,125,0
6135,27,85,1581,37,127,0
6136,27,85,1740, 28.9,129,0
6137,27,75,1390, 40.6,131,0
6138,27,75,1988, 19.7,136,0
6139,27,65,1452,43,139,0
6140,27,65,1586, 33.4,142,0
6141,27,65,1589, 34.3,144,0
6142,27,65,1486, 45.7,146,0
6143,27,75,1755, 27.9,148,0
6144,27,85,1575, 34.6,150,0
6145,27,95,1615, 37.7,153,0
6146,27,95,1436, 41.8,156,0
6147,27,95,1470, 40.6,159,0
6148,27,95,2089, 19.8,162,0
6149,27,95,1564,37,165,0
6150,27,85,1420, 47.4,167,0
6151,27,95,1711, 29.1,170,0
6152,27,95,1555, 35.3,172,0
6153,27,95,1592, 35.7,174,0
6154,27,85,1236, 64.4,177,1
6155,27,85,1765, 24.2,179,0
6156,27,85,1634, 31.2,182,0
6157,27,95,1508, 41.5,184,0
6158,27,95,1774, 29.6,186,0
6159,27,95,1677, 29.1,188,0
6160,27,85,1399,58,190,1
6161,27,85,1570,34,192,0
6162,27,85,1479, 44.3,194,0
6163,27,85,1558, 34.9,196,0
6164,27,65,1358, 48.1,198,0
6165,27,75,1656, 30.7,200,0
6166,27,75,1523, 35.8,205,0
6167,27,75,1403, 40.6,207,0
6168,27,75,1362, 51.6,212,0
6169,27,55,1778, 27.1,215,0
6170,27,55,1448, 38.2,218,0
6171,27,65,1559, 40.1,220,0
6172,27,65,1416, 42.2,225,0
6173,27,65,1577, 37.9,227,1
6174,27,65,1633, 27.8,0,0
6175,27,75,1573, 31.2,2,0
6176,27,75,1517, 44.3,4,0
6177,27,85,1515, 37.3,6,0
6178,27,85,1527, 45.3,8,0
6179,27,95,1282, 67.9,10,1
6180,27,95,1396, 45.1,12,0
6181,27,85,1492, 44.6,15,0
6182,27,85,1975, 19.7,17,0
6183,27,85,1475, 35.3,19,0
6184,27,85,1495, 37.3,21,0
6185,27,85,1553, 35.8,26,0
6186,27,95,1918, 21.7,28,0
6187,27,95,1413, 46.6,30,0
6188,27,85,1437,56,33,0
6189,27,85,1450, 45.9,35,0
6190,27,85,1910, 21.9,37,0
6191,27,75,1749, 26.4,40,0
6192,27,85,1916,22,42,0
6193,27,85,1428, 45.3,47,0
6194,27,85,1578, 38.4,49,0
6195,27,75,1571, 39.9,51,0
6196,27,75,1729, 30.2,53,0
6197,27,75,1701, 30.4,55,0
6198,27,75,1493, 45.8,57,0
6199,27,85,1554, 32.7,59,0
6200,27,75,1497, 43.2,62,0
6201,27,85,1679, 29.8,64,0
6202,27,85,1510, 44.5,66,0
6203,27,85,1296, 54.9,69,0
6204,27,85,1404, 41.8,71,0
6205,27,75,1519, 34.9,73,0
6206,27,75,1696, 27.3,76,0
6207,27,65,1669, 28.4,79,0
6208,27,55,1447, 40.7,82,0
6209,27,55,1418, 46.3,84,0
6210,27,55,1407, 40.5,87,0
6211,27,65,1434, 44.5,89,0
6212,27,65,1360, 48.8,91,0
6213,27,65,1402, 53.7,93,0
6214,27,75,1552, 34.9,95,0
6215,27,75,1392, 44.2,97,0
6216,27,95,1521,41,99,0
6217,27,95,1724, 27.5,101,0
6218,27,85,1455, 46.1,103,0
6219,27,85,1366, 50.6,106,0
6220,27,95,1407, 43.9,111,0
6221,27,95,1470, 49.3,116,0
6222,28,5,1359, 50.8,118,0
6223,27,95,1792, 25.8,121,0
6224,27,95,1552, 37.9,126,0
6225,28,5,1612, 32.9,129,0
6226,28,5,1424, 41.4,131,0
6227,28,15,1341, 59.3,134,0
6228,28,5,1479, 38.2,139,0
6229,28,5,1413, 50.1,141,0
6230,28,15,2165, 17.4,143,0
6231,28,15,1641,33,145,0
6232,28,15,1495, 40.8,148,0
6233,28,15,1576, 30.4,151,0
6234,28,5,1467, 37.1,153,0
6235,28,5,1479, 41.2,155,0
6236,28,15,1596, 33.9,157,0
6237,28,15,1512, 36.9,159,0
6238,28,25,1414, 38.8,162,0
6239,28,15,1390, 57.4,164,0
6240,28,5,1644, 31.6,166,0
6241,28,5,1394, 42.8,168,0
6242,27,95,1324, 52.4,171,0
6243,27,85,1476, 43.6,173,0
6244,27,85,2204, 16.6,175,0
6245,27,85,1665, 30.9,177,0
6246,27,75,1445, 41.7,180,0
6247,27,65,1457, 46.8,182,0
6248,27,65,1492, 46.3,187,0
6249,27,65,1405, 61.2,189,1
6250,27,55,1542, 35.5,191,0
6251,27,65,1520, 37.7,193,0
6252,27,65,1598, 36.5,195,0
6253,27,65,1538, 36.1,198,0
6254,27,75,1615, 30.9,200,0
6255,27,85,1408,47,202,0
6256,27,85,1379, 57.3,204,1
6257,27,85,1493, 37.8,206,1
6258,27,95,1376, 49.1,0,0
6259,27,95,1583, 40.7,2,0
6260,28,5,1396, 47.4,5,0
6261,27,95,1436, 45.3,8,0
6262,27,95,1417, 47.6,10,0
6263,27,85,1641, 33.4,12,0
6264,27,85,1698, 27.3,14,0
6265,27,75,1541, 39.1,17,0
6266,27,65,1383, 46.6,19,0
6267,27,65,1368, 46.8,21,0
6268,27,65,1570, 35.2,23,0
6269,27,75,1616, 33.5,25,0
6270,27,75,1444, 43.2,27,0
6271,27,75,2021, 18.8,30,0
6272,27,75,1702, 29.3,32,0
6273,27,95,1429, 52.7,35,0
6274,28,5,1711, 28.9,38,0
6275,28,5,1543, 32.9,40,0
6276,28,15,1628, 32.2,43,0
6277,28,5,1233, 64.6,45,0
6278,28,5,1461, 40.6,47,0
6279,28,5,1568, 38.3,49,0
6280,28,15,1432, 54.4,51,0
6281,28,5,1527, 41.1,53,0
6282,28,15,1455, 41.2,56,0
6283,28,15,1418, 45.4,59,0
6284,28,15,1719, 29.5,62,0
6285,28,5,1734, 31.3,64,0
6286,28,5,1426, 46.1,67,0
6287,27,95,1611, 35.2,70,0
6288,27,95,1479, 41.1,72,0
6289,27,85,1317, 50.9,75,0
6290,27,85,1248, 61.4,77,0
6291,27,85,1932, 21.7,79,0
6292,27,95,1547, 35.8,81,0
6293,27,85,1614, 31.6,84,0
6294,27,85,1512, 44.9,86,0
6295,27,95,1529, 38.7,91,0
6296,27,95,1782, 24.9,93,0
6297,27,85,1429, 39.4,98,0
6298,27,95,1309, 60.7,100,0
6299,27,95,1428, 44.1,103,0
6300,28,5,1385, 49.2,105,0
6301,28,5,1517, 39.4,107,0
6302,28,5,1576, 39.6,109,0
6303,28,5,1437, 51.2,112,0
6304,28,5,1457, 50.5,114,0
6305,27,95,1532, 37.5,119,0
6306,27,95,1603, 32.6,121,0
6307,27,85,1563, 34.4,124,0
6308,27,85,1617, 34.5,126,0
6309,27,65,1686, 26.9,128,0
6310,27,75,1382, 50.4,131,0
6311,27,75,2090, 17.8,133,0
6312,27,75,1446, 44.5,135,0
6313,27,75,1533, 38.1,137,0
6314,27,75,1440, 47.6,140,0
6315,27,85,1793,25,142,0
6316,27,85,1517, 46.1,145,0
6317,27,75,1544,36,148,0
6318,27,75,1321, 48.8,150,0
6319,27,75,1416, 50.9,152,0
6320,27,65,1514,40,155,0
6321,27,65,1304, 52.5,157,0
6322,27,55,1286, 64.9,160,0
6323,27,55,1483, 40.2,162,0
6324,27,55,1351, 46.9,165,0
6325,27,55,1367, 52.6,167,0
6326,27,55,1721, 32.3,170,0
6327,27,45,1455, 40.4,172,0
6328,27,45,1425, 49.5,174,0
6329,27,55,1672, 29.7,176,0
6330,27,55,1641, 34.6,178,0
6331,27,35,1580,37,181,0
6332,27,35,1495, 47.4,184,0
6333,27,35,1994, 19.8,189,0
6334,27,25,1415, 31.8,192,0
6335,27,25,1725, 30.4,195,0
6336,27,25,1430, 43.4,198,0
6337,27,25,1395, 48.1,201,0
6338,27,25,1435, 43.6,203,0
6339,27,25,1681, 28.6,206,0
6340,27,35,1451, 48.6,208,0
6341,27,35,1397, 45.9,210,1
6342,27,25,1421, 47.2,0,0
6343,27,15,1444,42,3,0
6344,27,5,1827,23,6,0
6345,27,5,1374, 47.7,8,0
